restaurant_name,rating,num_ratings,avg_cost,online_order,table_booking,cuisines,area
Monet's Bistro,4.5,197,600.0,0,0,"['Cafe', 'Beverages']",Indiranagar
Mongolian Kitchen,3.8,30,300.0,0,0,"['Chinese', 'Mongolian']",Jayanagar
Monkey Bar,4.3,3848,1400.0,1,0,"['American', 'Asian', 'European', 'North Indian']",Indiranagar
Monsoon,2.8,11,1000.0,0,0,['Continental'],Bellandur
Monsoon - The Park Bangalore,4.1,274,3000.0,0,1,"['Italian', 'North Indian']",Lavelle Road
Monsoon Express,3.4,7,1600.0,1,0,"['Continental', 'Thai', 'North Indian']",Brigade Road
Mont Blanc Cafe,3.8,35,650.0,1,0,"['Cafe', 'Bakery', 'Italian']",Bellandur
Mooch Marod,4.2,93,400.0,0,0,['North Indian'],Koramangala 4th Block
Mood For Food,4.0,151,800.0,1,0,"['North Indian', 'Biryani']",Old Airport Road
Moolehatti Donne Biryani Mane,3.6,218,400.0,1,0,"['Biryani', 'Chinese', 'North Indian', 'Kebab']","Byresandra,Tavarekere,Madiwala"
Moonlight Kitchens,3.9,123,400.0,1,0,"['North Indian', 'Chinese']",Indiranagar
Moradabadi Special Biryani,3.4,6,250.0,0,0,['Biryani'],HSR
More Pizza,3.5,19,500.0,1,0,['Italian'],Bannerghatta Road
More Than Chocolates,3.6,81,200.0,0,0,['Bakery'],"Byresandra,Tavarekere,Madiwala"
Moriz Restaurant,2.6,74,800.0,1,0,"['Arabian', 'North Indian', 'Seafood', 'Chinese', 'Biryani']",Bellandur
Mother Nature Kulfi,3.6,10,200.0,0,0,"['Desserts', 'Ice Cream']","Byresandra,Tavarekere,Madiwala"
Mother's Food,3.8,63,200.0,1,0,"['North Indian', 'Chinese']",Marathahalli
Mother's Kitchen,3.7,154,600.0,1,0,['North Indian'],Frazer Town
Mother's Meal,3.8,133,200.0,1,0,['North Indian'],Indiranagar
Mother's Rasoi,3.8,170,250.0,1,0,"['North Indian', 'Chinese', 'Momos']",Bannerghatta Road
Mother's Rasoi Family Restaurant,3.4,64,200.0,1,0,['North Indian'],JP Nagar
Mothers Recipe Restaurant,3.1,11,600.0,0,0,"['South Indian', 'North Indian', 'Chinese']",Frazer Town
Mothi Restaurant,3.7,64,350.0,0,0,"['North Indian', 'Kerala']",Whitefield
Moti Mahal Delux,4.0,547,1000.0,1,1,"['North Indian', 'Mughlai']",Bellandur
Motis Kitchen,4.1,551,350.0,1,0,"['South Indian', 'Kerala', 'Biryani']",Indiranagar
Moto Store & Cafﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつｩ,4.2,380,500.0,1,0,"['Pizza', 'Italian', 'Cafe', 'Burger', 'Finger Food', 'Fast Food', 'Sandwich']",Indiranagar
Moto Store & Cafﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつεδεつεδづつεδεつづδづつづδεつεδづつづδεつづδづつｩ,4.2,383,500.0,1,0,"['Pizza', 'Italian', 'Cafe', 'Burger', 'Finger Food', 'Fast Food', 'Sandwich']",MG Road
Moto Store & Cafﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつεδεつεδづつεδεつづδづつづδεつεδづつづδεつづδづつεδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつづδεつεδづつεδεつづδづつづδεつεδづつづδεつづδづつｩ,4.2,382,500.0,1,0,"['Pizza', 'Italian', 'Cafe', 'Burger', 'Finger Food', 'Fast Food', 'Sandwich']",Lavelle Road
Mou Tushi Family Restaurant,3.7,27,150.0,0,0,"['Bengali', 'Oriya', 'Chinese', 'North Indian']",Brookefield
Mount View Fast Food,3.3,4,100.0,0,0,"['Fast Food', 'Street Food']",Lavelle Road
Mountain Spice,3.9,186,400.0,1,0,"['Chinese', 'Nepalese', 'Tibetan', 'Momos']",Brigade Road
Mouthful,3.7,60,300.0,1,0,"['Fast Food', 'Steak']",Rajajinagar
MouthFull Of Cake,3.9,57,600.0,0,0,['Desserts'],Rajajinagar
MoXa Bistro,3.9,36,1500.0,0,1,"['Continental', 'Italian', 'North Indian', 'Pizza']",Brigade Road
Mr Gola,3.4,8,100.0,0,0,['Desserts'],Bannerghatta Road
Mr Manchurian,3.6,198,500.0,1,0,"['Chinese', 'Momos']",Brookefield
Mr Savji,3.4,9,350.0,1,0,['South Indian'],Malleshwaram
Mr. Anbu'g Ambur Biryani,3.2,4,300.0,0,0,['Biryani'],Brigade Road
Mr. Beans - Home Cafe,4.2,2709,1000.0,1,1,"['Cafe', 'Continental', 'Italian']","Byresandra,Tavarekere,Madiwala"
Mr. Chef,3.2,119,500.0,1,0,"['North Indian', 'Chinese', 'Biryani']",New BEL Road
Mr. Gola,3.7,12,100.0,0,0,['Desserts'],Malleshwaram
Mr. Meetharam,3.2,34,150.0,1,0,"['Mithai', 'Street Food']",Bannerghatta Road
Mr. Meow's Hotdogs,3.5,7,300.0,0,0,['Fast Food'],Koramangala 4th Block
Mr. Singh Da Dhaba,3.6,241,300.0,1,0,"['North Indian', 'Chinese']",Banashankari
MRA,2.8,40,200.0,1,0,['Bakery'],Electronic City
MRS Paradise,3.4,21,650.0,0,0,"['South Indian', 'North Indian', 'Chinese']",Basavanagudi
MTR 1924,4.2,697,300.0,0,0,['South Indian'],Brigade Road
Mubarak Hotel,3.5,14,150.0,0,0,['North Indian'],Kalyan Nagar
Mubeena Shariff Chocolatier,3.6,14,500.0,0,0,['Desserts'],Whitefield
Mudde Madappa Mess,4.1,91,150.0,0,0,['South Indian'],Lavelle Road
Muddhe Bytes,3.4,9,300.0,1,0,"['South Indian', 'Biryani']",Bannerghatta Road
Mudpipe Cafe,3.9,727,800.0,1,1,"['Cafe', 'Continental', 'North Indian']",Bannerghatta Road
Mug N Bean,3.9,247,400.0,1,0,"['Cafe', 'Continental', 'Italian', 'Burger']",Basavanagudi
Mugful Of Stories,4.6,274,300.0,0,0,"['Desserts', 'Bakery']",Kalyan Nagar
Mughal Restaurant,3.2,217,600.0,1,0,"['Mughlai', 'Chinese', 'Kerala']",Whitefield
Mughal Samraj,3.2,4,600.0,1,0,['Fast Food'],Bellandur
Mughal Treat,3.6,109,700.0,1,0,"['Mughlai', 'North Indian', 'Chinese']",Bellandur
Mughals Restaurant,3.1,17,550.0,0,0,"['Mughlai', 'North Indian', 'Chinese', 'Biryani', 'Seafood']",Lavelle Road
Mughlai Azam,4.0,117,1400.0,1,1,"['Mughlai', 'Biryani', 'North Indian']",New BEL Road
Mugs N Burgers,4.0,130,600.0,1,1,"['Cafe', 'Burger', 'Chinese', 'Fast Food', 'Beverages']",Brookefield
Mukati Kitchen,3.7,133,500.0,1,0,"['North Indian', 'Continental', 'Chinese', 'Italian']",Indiranagar
Mulabagilu Dosa,3.6,11,100.0,1,0,['South Indian'],Banashankari
Multi Cakes,3.0,9,200.0,0,0,"['Bakery', 'Desserts']",Bannerghatta Road
Multi Ruchish,2.8,40,250.0,1,0,"['North Indian', 'South Indian', 'Chinese']",Kalyan Nagar
Multi Snacky Hub,2.8,40,200.0,0,0,['Fast Food'],Banashankari
Mum?s Kitchen,3.5,118,200.0,1,0,"['North Indian', 'South Indian']",Brookefield
Mumﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつづδεつεδづつεδεつづδづつづδεつεδづつづδεつづδづつ痴 Kitchen,3.5,118,200.0,1,0,"['North Indian', 'South Indian']",Marathahalli
Mumbai Badam Milk & Lassi Center,3.6,23,100.0,1,0,"['Beverages', 'Desserts']",Banashankari
Mumbai Bistro,4.2,504,500.0,1,0,"['Cafe', 'North Indian', 'Street Food']",Malleshwaram
Mumbai Kulfi,3.7,61,100.0,1,0,"['Ice Cream', 'Desserts']",Electronic City
Mumbai Spice,3.7,40,400.0,1,0,"['North Indian', 'Chinese']",Malleshwaram
Mumbai Tiffin,4.4,1286,400.0,1,0,['North Indian'],"Byresandra,Tavarekere,Madiwala"
Mumbai Xpress,2.8,92,350.0,1,0,"['Fast Food', 'Street Food']",Sarjapur Road
Mummy Dhaba,3.2,46,300.0,1,0,['North Indian'],Brigade Road
Mummy's Kitchen,3.7,16,300.0,1,0,"['North Indian', 'Biryani', 'Chinese']",Indiranagar
Munch Box,2.8,40,400.0,0,0,"['North Indian', 'Fast Food', 'South Indian']",New BEL Road
Munchies,3.9,64,250.0,1,0,"['Fast Food', 'Bakery']",Brigade Road
Murali Military hotel,2.8,40,300.0,0,0,"['Biryani', 'South Indian']","Byresandra,Tavarekere,Madiwala"
Murli,3.9,1233,500.0,1,0,"['North Indian', 'Chinese', 'Street Food', 'Fast Food', 'Mithai']",Bellandur
Murphy's Brewhouse - The Paul Bangalore,4.3,2031,1700.0,0,1,"['Continental', 'North Indian', 'Finger Food']",Indiranagar
Murugan Mess,3.3,7,150.0,0,0,['South Indian'],Brigade Road
Muscat Restaurant,3.0,47,400.0,1,0,"['North Indian', 'Chinese']",Bellandur
Mustard Cafe,4.1,888,800.0,1,0,"['Cafe', 'Continental', 'Burger', 'Salad', 'Healthy Food', 'Italian']","Byresandra,Tavarekere,Madiwala"
Mustard Food Court,3.6,163,500.0,1,0,"['North Indian', 'Chinese']","Byresandra,Tavarekere,Madiwala"
Muthashy's,4.2,465,400.0,1,0,"['Kerala', 'South Indian', 'Chinese']","Byresandra,Tavarekere,Madiwala"
Muziris,3.6,24,250.0,0,0,['Kerala'],HSR
My Cafe,3.6,16,350.0,0,0,"['North Indian', 'Chinese', 'Fast Food']",Electronic City
My China,3.0,14,600.0,0,0,"['Chinese', 'Asian', 'Malaysian']",Kalyan Nagar
My Dabeli & My Pizza,3.4,5,400.0,0,0,"['Pizza', 'Burger']","Byresandra,Tavarekere,Madiwala"
My Little China,3.7,32,300.0,1,0,"['Chinese', 'North Indian']",Kalyan Nagar
My Place - Gokulam Grand Hotel & Spa,4.2,426,1800.0,0,1,"['Continental', 'Asian', 'South Indian', 'North Indian']",New BEL Road
My Space - WelcomeHotel Bengaluru,3.9,23,2000.0,0,0,['Finger Food'],Brigade Road
My Tea House,2.8,40,500.0,1,1,"['Continental', 'Asian', 'North Indian', 'Tea']",Banashankari
Mylari Biryani Family Restaurant,3.7,73,400.0,1,0,"['Biryani', 'Fast Food']",Banashankari
Mynt - The Taj West End,4.1,339,2500.0,0,1,"['Italian', 'North Indian', 'Lebanese']",Church Street
Mynutrikitchen,3.6,59,300.0,1,0,"['North Indian', 'Healthy Food']","Byresandra,Tavarekere,Madiwala"
MyPotli,3.7,18,100.0,0,0,"['North Indian', 'South Indian']",JP Nagar
Myrasoiya.com,3.4,20,350.0,1,0,['North Indian'],Bellandur
Mysore Carnival Restaurant,3.8,14,350.0,0,0,"['Chinese', 'Kerala', 'North Indian', 'South Indian']","Byresandra,Tavarekere,Madiwala"
Mysore Hanumanthu Palav,3.9,70,500.0,1,0,"['South Indian', 'Fast Food']",Malleshwaram
Mystery House,3.4,6,300.0,1,0,['Fast Food'],Kalyan Nagar
Mystique Palate,4.1,337,300.0,1,0,"['Chinese', 'Fast Food']",Banashankari
Mysuru Coffee Thindi,4.1,296,200.0,1,0,"['South Indian', 'Coffee']",Basavanagudi
Myu Bar at Gilly's Redefined,4.4,1213,1200.0,0,1,"['American', 'North Indian', 'Pizza', 'Finger Food', 'Continental', 'Italian']","Byresandra,Tavarekere,Madiwala"
Naachiyar's,3.9,117,600.0,1,0,['Chettinad'],Brigade Road
Naadan Bhakshanasaala,3.3,8,250.0,0,0,"['Kerala', 'South Indian']",Electronic City
Naani'z Biryani,3.3,6,300.0,0,0,['Biryani'],HSR
Naati Biriyani,3.1,4,300.0,0,0,"['Kebab', 'Biryani']","Byresandra,Tavarekere,Madiwala"
Naati Manae,3.9,484,700.0,1,1,"['North Indian', 'South Indian', 'Chinese', 'Biryani']","Byresandra,Tavarekere,Madiwala"
Nadan Thattukada,3.7,35,200.0,1,0,['Kerala'],Jayanagar
Nadeem's Kitchen,2.9,7,500.0,1,0,"['Biryani', 'Kebab']",Kalyan Nagar
Nadella's Kitchen,3.2,4,300.0,0,0,"['North Indian', 'Biryani']",Bannerghatta Road
Nagappa Naidu Hotel,2.8,40,200.0,0,0,['South Indian'],HSR
Nagarjuna,4.2,970,800.0,0,0,"['Andhra', 'Biryani']",Marathahalli
Nagarjuna Chimney,4.0,920,600.0,0,0,"['Andhra', 'Biryani']",Basavanagudi
Nagas,3.3,34,500.0,1,0,"['Andhra', 'South Indian', 'Hyderabadi']",Malleshwaram
Naga's,2.7,16,500.0,0,0,"['Hyderabadi', 'Andhra', 'North Indian']",Bannerghatta Road
Nagashree's,2.9,46,550.0,0,0,"['South Indian', 'North Indian', 'Fast Food']",Brigade Road
Nagli Veg & Non Veg,2.8,40,150.0,0,0,['North Indian'],Indiranagar
Naidoo's Donne Biryani,3.5,13,300.0,1,0,"['South Indian', 'Biryani']",Frazer Town
Naidu Military Hotel,2.7,26,600.0,0,0,"['South Indian', 'Chinese', 'Biryani']",Basavanagudi
Naina Nand Food Express,3.3,8,300.0,1,0,"['North Indian', 'Chinese']",Kalyan Nagar
Nainital North Indian Restaurant,3.5,73,400.0,1,0,['North Indian'],Electronic City
Nakkala's Food Hunt,2.4,135,600.0,1,0,"['North Indian', 'Chinese']",Marathahalli
Nakkshatra,3.9,79,1100.0,0,1,"['North Indian', 'Andhra']",Indiranagar
Nalaas Aapakadai,2.7,33,400.0,0,0,"['South Indian', 'Chettinad']",Whitefield
NalaMaharaja,3.3,7,500.0,0,0,['North Indian'],New BEL Road
Nalukettu,3.5,4,450.0,1,0,['Kerala'],Kalyan Nagar
Namak,3.1,5,650.0,1,0,"['North Indian', 'Chinese']",Kalyan Nagar
Namak Swad Anusaar,3.8,155,400.0,1,0,"['North Indian', 'Chinese', 'Biryani', 'Rolls']",Brookefield
Namakh Store And Cafe,3.7,18,400.0,1,0,"['Cafe', 'Continental', 'American']",Malleshwaram
Namana Garden,2.6,75,400.0,0,0,"['North Indian', 'South Indian', 'Chinese', 'Street Food']",Bannerghatta Road
Namana Restaurant,3.7,30,300.0,0,0,"['North Indian', 'Chinese', 'Mangalorean']",Rajajinagar
Namaste,2.8,40,70.0,0,0,['South Indian'],"Byresandra,Tavarekere,Madiwala"
Namaste Kitchen,3.8,172,400.0,1,0,"['North Indian', 'South Indian', 'Chinese']","Byresandra,Tavarekere,Madiwala"
Namdhari's Salad Bar,3.9,82,300.0,0,0,"['Juices', 'Fast Food', 'Desserts', 'Salad']",Indiranagar
Nami's Global Kitchen,3.3,6,240.0,0,0,"['Italian', 'North Indian', 'Mexican', 'Chinese']",Indiranagar
Namma Atithi,2.8,40,200.0,0,0,"['North Indian', 'South Indian', 'Chinese', 'Biryani']",Electronic City
Namma Banashankari Donne Biryani,4.0,94,250.0,1,0,"['Biryani', 'Kebab']",Basavanagudi
Namma Biriyani,3.7,14,250.0,1,0,"['Biryani', 'Chinese', 'North Indian']","Byresandra,Tavarekere,Madiwala"
Namma Biryani,3.6,24,250.0,1,0,"['Biryani', 'Chinese', 'North Indian']",Banashankari
Namma Brahmin's Idli,3.6,34,100.0,1,0,['South Indian'],Banashankari
Namma Halli Jonne Biryani,3.3,4,300.0,1,0,['Biryani'],Bannerghatta Road
Namma Kadai,3.4,4,150.0,0,0,['South Indian'],"Byresandra,Tavarekere,Madiwala"
Namma Kudla,3.9,200,400.0,1,0,"['Mangalorean', 'North Indian', 'Chinese', 'Seafood']",Bannerghatta Road
Namma Madurai,3.0,178,200.0,1,0,['South Indian'],Marathahalli
Namms Cafe,3.1,7,300.0,1,0,"['Biryani', 'South Indian', 'Fast Food', 'Rolls', 'Kebab', 'North Indian']","Byresandra,Tavarekere,Madiwala"
Nammura Baduta,3.3,8,350.0,1,0,['South Indian'],Malleshwaram
Nammura Donne Biriyani,3.2,5,300.0,1,0,['Biryani'],Bannerghatta Road
Nammura Upachara,3.6,41,300.0,1,0,"['Chinese', 'North Indian', 'South Indian']",Malleshwaram
Nammura Upahara,3.8,40,100.0,0,0,['South Indian'],"Byresandra,Tavarekere,Madiwala"
Nandana Mess,3.3,8,350.0,0,0,"['South Indian', 'Chinese']",Sarjapur Road
Nandanam Family Restaurant,3.3,4,400.0,0,0,"['Kerala', 'Chinese']",Electronic City
Nandanam Restaurant,3.8,50,400.0,1,0,"['North Indian', 'South Indian']",Electronic City
Nandanavanam,3.3,6,300.0,0,0,['South Indian'],Old Airport Road
Nanda's,2.9,361,450.0,1,0,"['North Indian', 'Chinese', 'Andhra']",Bellandur
Nandhana Palace,4.2,1282,800.0,0,0,"['Andhra', 'Biryani', 'North Indian', 'Chinese']",New BEL Road
Nandhanam Restaurant,3.7,7,300.0,1,0,"['South Indian', 'Kerala']","Byresandra,Tavarekere,Madiwala"
Nandhanus Rasoi,3.4,9,200.0,1,0,"['Chinese', 'Rolls', 'North Indian']",Bannerghatta Road
Nandhanu's Rasoi,3.0,175,400.0,1,0,"['Chinese', 'North Indian']",Banashankari
Nandhi Andhra Style Family Restaurant,3.4,13,400.0,1,0,"['Seafood', 'Biryani', 'South Indian', 'North Indian', 'Chinese', 'Kebab']",Basavanagudi
Nandhini,3.7,111,600.0,1,0,"['Andhra', 'Chinese', 'North Indian']",Kammanahalli
Nandhini Deluxe,2.6,283,600.0,0,0,['North Indian'],Banashankari
Nandhini Paradise,3.7,289,600.0,0,1,['North Indian'],Indiranagar
Nandi Bidadi Thatte Idli,2.9,33,100.0,0,0,['South Indian'],Bannerghatta Road
Nandi Chats and Juice,3.6,47,150.0,0,0,['Street Food'],Banashankari
Nandi Mess - Feel Like Mom's,3.6,30,250.0,1,0,['South Indian'],Brookefield
Nandighosha,3.6,535,400.0,1,0,"['Bengali', 'Seafood', 'Oriya', 'North Indian', 'Biryani']",Brookefield
Nandini Andhra Style Mess,3.4,28,350.0,0,0,"['North Indian', 'Chinese', 'South Indian']",Old Airport Road
Nandini Deluxe,2.8,55,600.0,0,0,"['North Indian', 'Chinese']",Brookefield
Nandini Dosa Camp,2.8,40,100.0,0,0,['South Indian'],Electronic City
Nandini Swadista Loka,3.3,4,300.0,0,0,"['North Indian', 'South Indian', 'Chinese']",Malleshwaram
Nando's,4.1,308,1200.0,1,0,"['Portuguese', 'Wraps', 'Burger', 'Salad']",Malleshwaram
Nanna Munna,3.4,8,200.0,0,0,"['North Indian', 'Chinese']","Byresandra,Tavarekere,Madiwala"
Nanna Munna Paratha House,3.5,12,300.0,1,0,['North Indian'],Koramangala 5th Block
Napoli Italian Bistro,4.1,1056,1200.0,1,1,"['Italian', 'Mexican', 'Continental', 'Pizza']",Bellandur
Narayana Veg Treat,3.1,8,350.0,0,0,"['North Indian', 'South Indian', 'Chinese']",Electronic City
Narmadha's Hyderabad Biriyani,3.9,204,550.0,0,0,"['Biryani', 'North Indian', 'Andhra']","Byresandra,Tavarekere,Madiwala"
Nashta Pani -The Gujarat's Special,3.4,83,200.0,1,0,"['Gujarati', 'Fast Food']",Brookefield
Nasi And Mee,4.4,907,1000.0,1,1,"['Malaysian', 'Thai', 'Singaporean', 'Asian', 'Chinese', 'Momos']",Whitefield
Nati Biriyani Mane,3.2,4,200.0,0,0,"['Biryani', 'South Indian']",Jayanagar
Nati Palace,3.5,11,200.0,1,0,"['South Indian', 'North Indian']",Bannerghatta Road
Natuna Seafood House,4.1,76,450.0,1,0,['Seafood'],Koramangala 4th Block
Natural Ice Cream,4.1,119,150.0,0,0,"['Ice Cream', 'Desserts']",Frazer Town
Natural Mumbai Kulfi,3.5,8,130.0,1,0,['Ice Cream'],Bannerghatta Road
Natural Veg,3.1,22,250.0,1,0,"['North Indian', 'Street Food']",New BEL Road
Nature's Caff,3.9,32,400.0,0,0,"['Continental', 'Italian', 'Cafe']",Malleshwaram
Nature's Nectar,3.7,38,600.0,0,0,"['Continental', 'Healthy Food']",HSR
Nature's Restaurant,3.3,4,300.0,0,0,"['Chinese', 'Mangalorean', 'North Indian']",Old Airport Road
Navab's,3.6,9,600.0,0,0,['Mughlai'],Koramangala 4th Block
Navami,3.5,79,600.0,1,0,"['Andhra', 'North Indian', 'Chinese', 'Mangalorean', 'Seafood', 'Biryani']",Basavanagudi
Navami Kitchen,2.8,40,500.0,1,0,"['Andhra', 'North Indian', 'Chinese', 'Seafood']",Kalyan Nagar
Navarang Fast Food,3.6,114,300.0,1,0,"['North Indian', 'Chinese', 'Kebab', 'Rolls']",Frazer Town
Naveen Kabab & Biriyani Mane,3.2,9,300.0,0,0,['Biryani'],Banashankari
Navi Food Point,3.6,22,200.0,1,0,['Fast Food'],Banashankari
Navi's Kitchen,2.8,40,250.0,1,0,"['North Indian', 'Chinese']",HSR
Navrang Kabab Korner,3.7,349,600.0,1,0,"['North Indian', 'Mughlai', 'Biryani', 'Chinese', 'Kebab']",Malleshwaram
Navya Andhra Style Restaurant,3.5,12,200.0,0,0,"['North Indian', 'South Indian']","Byresandra,Tavarekere,Madiwala"
Navya Foods,3.4,7,300.0,1,0,"['North Indian', 'Fast Food']",Basavanagudi
Navya's,2.5,47,800.0,1,0,"['Hyderabadi', 'Biryani', 'North Indian']","Byresandra,Tavarekere,Madiwala"
Nawab Di Biryani,2.8,40,400.0,0,0,"['Biryani', 'Mughlai']",Whitefield
Nawab-E-Khana,3.1,6,500.0,0,0,"['North Indian', 'Biryani']",Brookefield
Nawabi Handi,3.4,23,350.0,0,0,"['Biryani', 'Hyderabadi', 'North Indian']",Brookefield
Nawabi Kitchen,2.8,40,600.0,0,0,"['North Indian', 'Chinese']",Brookefield
Nawabi Zaica,3.5,19,600.0,1,0,"['North Indian', 'Mughlai', 'Chinese']",Brookefield
Nawabs Empire,3.2,5,300.0,0,0,"['North Indian', 'Chinese', 'Arabian', 'Momos']",Whitefield
Nawab's Kolkatta Roll,3.4,4,150.0,0,0,"['Street Food', 'Rolls']",Church Street
Nayi Dilli by Anand Sweets,4.0,119,1000.0,0,1,"['North Indian', 'Chinese']",Bellandur
Neals Cafe,3.1,14,550.0,0,0,"['North Indian', 'Chinese']",Bannerghatta Road
Nebula,3.3,6,700.0,0,0,"['North Indian', 'Chinese', 'Thai', 'Italian', 'South Indian']",Malleshwaram
Neema Restaurant,3.3,4,500.0,0,0,"['Chinese', 'Nepalese', 'Tibetan']",Sarjapur Road
Neer Dosa Fish Land,3.6,39,600.0,0,0,"['Seafood', 'Mangalorean']","Byresandra,Tavarekere,Madiwala"
Neer Dose Fish Land,3.5,8,250.0,0,0,"['South Indian', 'North Indian', 'Seafood']",Indiranagar
Neethus Kitchen & Restaurant,2.9,11,400.0,0,0,"['North Indian', 'Chinese', 'South Indian']",Rajajinagar
Neetu's Kitchen,3.8,21,350.0,0,0,"['Bengali', 'North Indian']",Bellandur
Neffy's - Cakes & More,3.5,24,300.0,0,0,['Bakery'],Indiranagar
Nellore Abhiruchi,3.3,7,300.0,1,0,"['Biryani', 'South Indian']",HSR
Nellore Bhojanam,3.1,175,250.0,1,0,['Andhra'],Bannerghatta Road
Nellore Dosa Camp,3.3,5,70.0,0,0,"['Andhra', 'South Indian']","Byresandra,Tavarekere,Madiwala"
Nellore Mess & Tiffens,3.0,17,200.0,0,0,"['South Indian', 'Andhra']",Whitefield
Nellore Ruchulu,3.7,30,800.0,1,0,"['North Indian', 'South Indian', 'Chinese']",Bannerghatta Road
Nesara Mullti - Cuisine Family Dining & Garden...,2.7,61,800.0,1,0,"['North Indian', 'Chinese', 'South Indian', 'Beverages']",Malleshwaram
Nevermind - Bar & Social,4.4,221,2000.0,0,1,"['Continental', 'Asian', 'Modern Indian']",Old Airport Road
New A1 Chicken Biryani Point,3.1,6,300.0,0,0,['Biryani'],Brigade Road
New Aastha,3.6,34,250.0,1,0,"['North Indian', 'Chinese']",Electronic City
New Agarwal Bhavan,4.1,253,400.0,1,0,"['North Indian', 'Chinese', 'Street Food', 'Mithai']",Malleshwaram
New Alameen Restaurant,3.4,23,300.0,1,0,"['Kerala', 'North Indian', 'Chinese']",Indiranagar
New Ambur Biryani,2.8,40,300.0,0,0,"['Biryani', 'Kebab']",Brookefield
New Ambur Dum Biryani,3.2,7,200.0,0,0,"['Biryani', 'Kebab']",HSR
New Ambur Hot Dum Biryani,3.0,8,300.0,0,0,['Biryani'],Brookefield
New Andhra Chimney,3.1,71,700.0,0,0,"['Andhra', 'North Indian', 'Biryani']",Whitefield
New Andhra House,3.7,522,450.0,1,0,"['Andhra', 'Biryani', 'Chinese', 'North Indian']",Electronic City
New Andhra Spice,3.6,22,600.0,1,0,['Andhra'],"Byresandra,Tavarekere,Madiwala"
New Aroma,3.3,4,250.0,0,0,['Chinese'],Marathahalli
New Arya Bhavan,3.1,23,300.0,0,0,"['Street Food', 'Beverages', 'North Indian']",Brigade Road
New Banashankari Donne Biryani,3.5,12,300.0,0,0,"['Biryani', 'North Indian']",Basavanagudi
New Biriyani Darbar,3.6,68,450.0,1,0,"['Biryani', 'South Indian', 'North Indian', 'Chinese']",Frazer Town
New Biryani Mane,3.7,128,450.0,1,0,"['North Indian', 'Chinese', 'Biryani', 'South Indian']",Banashankari
New Bombay Vada Pav,3.4,61,150.0,0,0,['Fast Food'],Malleshwaram
New Chickpete Donne Biryani,3.1,6,300.0,1,0,['Biryani'],Malleshwaram
New Cool Joint,3.5,23,150.0,1,0,"['Fast Food', 'Beverages', 'Ice Cream', 'Juices', 'Sandwich']",Bellandur
New Curries & Spice Restaurant,2.9,7,200.0,1,0,['South Indian'],New BEL Road
New Delhi Dharbaar,2.8,40,300.0,0,0,['North Indian'],New BEL Road
New Delicacy,3.7,86,500.0,1,0,"['Chinese', 'Thai', 'Momos']",HSR
New Farm Fresh,3.6,34,650.0,0,0,"['Italian', 'Pizza']","Byresandra,Tavarekere,Madiwala"
New Fishland,3.9,39,400.0,0,0,"['Seafood', 'Chinese', 'North Indian', 'South Indian']",Malleshwaram
New Food Magic,3.2,153,450.0,1,0,"['Andhra', 'Chinese', 'North Indian', 'South Indian']",Electronic City
New Friends,3.8,273,900.0,1,0,"['North Indian', 'Continental', 'Chinese', 'Steak']","Byresandra,Tavarekere,Madiwala"
New Golden Emperor,3.7,229,400.0,1,0,"['North Indian', 'Chinese', 'Fast Food']",Malleshwaram
New Gongura Grand,3.9,368,550.0,1,0,"['Andhra', 'Biryani', 'North Indian', 'Chinese']","Byresandra,Tavarekere,Madiwala"
New Gongura's,3.7,43,550.0,1,0,"['Andhra', 'Biryani', 'North Indian', 'Chinese']",Bannerghatta Road
New Gowda's Fried Chicken,3.3,12,300.0,1,0,['Biryani'],Banashankari
New Grand Restaurant,3.1,11,500.0,1,0,"['North Indian', 'South Indian', 'Biryani']","Byresandra,Tavarekere,Madiwala"
New Green Leaf Restaurant,3.6,42,600.0,0,0,"['Kerala', 'North Indian', 'Chinese', 'South Indian']",Electronic City
New Hilal Restaurant,4.0,108,550.0,0,0,"['North Indian', 'Chinese']",Brigade Road
New Hotel Prashanth,3.1,8,300.0,0,0,"['Fast Food', 'Andhra']",Electronic City
New Imperial Restaurant,3.7,39,450.0,0,0,"['North Indian', 'Chinese']",Banashankari
New Indraprasta,2.8,40,150.0,0,0,"['South Indian', 'Beverages']",Banashankari
New Juice It Up,2.8,40,200.0,0,0,"['Juices', 'Fast Food']",Marathahalli
New Kabab Plaza,2.8,40,300.0,0,0,"['Biryani', 'North Indian']",Bannerghatta Road
New Kabab Zone,2.9,51,500.0,1,0,"['North Indian', 'Chinese']",JP Nagar
New Kadai,3.4,23,550.0,1,0,"['North Indian', 'Chinese']",Kalyan Nagar
New Kairali Restaurant,3.7,93,400.0,1,0,"['Kerala', 'South Indian']",Frazer Town
New Karavali Restaurant,3.3,5,450.0,1,0,"['North Indian', 'Seafood', 'Mangalorean']",Malleshwaram
New Karawali Lunch Home,3.5,20,350.0,1,0,['Mangalorean'],Bannerghatta Road
